symbol,company_name,market,large_sector_id,census_status,assessment_depth,base_stage,investigation_status,transition_overlay,stage_confidence,score_valid_status,trigger_priority_score,verified_score,provisional_score,score_interval_lower,score_interval_upper,accepted_claim_count,score_contribution_count,recent_event_count,primary_archetype,failed_stage_gates,missing_primitives,provider_gaps,source_gaps,next_actions
053290,NE능률,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053300,한국정보인증,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053350,이니텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053450,세코닉스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053580,웹케시,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053610,프로텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053620,태양,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053690,한미글로벌,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053700,삼보모터스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053800,안랩,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053950,경남제약,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
053980,오상자이엘,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054040,한국컴퓨터,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054050,NH농우바이오,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054090,삼진엘앤디,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054180,메디콕스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054210,이랜텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054220,비츠로시스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054300,팬스타엔터프라이즈,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054410,케이피티유,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054450,텔레칩스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054540,삼영엠텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054620,APS,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054670,대한뉴팜,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054780,키이스트,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054800,아이디스홀딩스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054920,한컴위드,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054930,유신,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054940,엑사이엔씨,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
054950,제이브이엠,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
055490,테이팩스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
055550,신한지주,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
056080,유진로봇,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
056090,시지메드텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
056190,SFA,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
056360,코위버,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
056700,신화인터텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
056730,CNT85,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
057030,YBM넷,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
057050,현대홈쇼핑,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
057540,옴니시스템,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
057680,티사이언티픽,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058110,멕아이씨에스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058400,KNN,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058430,포스코스틸리온,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058450,한주에이알티,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058470,리노공업,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058610,에스피지,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058630,엠게임,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058650,세아홀딩스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058730,다스코,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058820,CMG제약,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058850,KTcs,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058860,KTis,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
058970,엠로,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
059090,미코,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
059100,아이컴포넌트,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
059120,아진엑스텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
059210,메타바이오메드,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
059270,해성에어로보틱스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060150,인선이엔티,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060230,제이케이시냅스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060240,스타코링크,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060250,NHN KCP,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060260,뉴보텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060280,큐렉소,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060310,3S,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060370,LS마린솔루션,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060380,동양에스텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060480,국일신동,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060540,에스에이티,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060560,HC홈센타,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060570,드림어스컴퍼니,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060590,씨티씨바이오,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060720,KH바텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060850,영림원소프트랩,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060900,에이전트AI,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
060980,HL홀딩스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
061040,알에프텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
061090,세나테크놀로지,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
061250,화일약품,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
061970,LB세미콘,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
062040,산일전기,,전력기기/전선,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
062970,한국첨단소재,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
063080,컴투스홀딩스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
063160,종근당바이오,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
063170,서울옥션,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
063440,SM Life Design,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
063570,NICE인프라,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
063760,이엘피,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064090,인크레더블버즈,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064240,홈캐스트,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064260,다날,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064290,인텍플러스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064350,현대로템,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064400,LG씨엔에스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064480,브리지텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064520,테크엘,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064550,바이오니아,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064760,티씨케이,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064800,포니링크,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064820,케이프,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064850,에프앤가이드,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
064960,SNT모티브,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065060,지엔코,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065130,탑엔지니어링,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065150,대산F&B,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065170,비엘팜텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065350,신성델타테크,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065370,위세아이텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065420,에스아이리소스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065440,이루온,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065450,빅텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065500,오리엔트정공,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065510,휴비츠,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065530,와이어블,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065570,삼영이엔씨,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065650,하이퍼코퍼레이션,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065660,안트로젠,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065680,우주일렉트로,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065690,파커스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065710,서호전기,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065770,CS,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
065950,웰크론,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066130,하츠,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066310,큐에스아이,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066360,체리부로,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066410,버킷스튜디오,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066430,아이로보틱스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066570,LG전자,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066590,스모트로닉,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066620,국보디자인,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066670,디티씨,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066700,테라젠이텍스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066790,씨씨에스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066900,디에이피,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066910,손오공,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066970,엘앤에프,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
066980,한성크린텍,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
067000,조이시티,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
067010,이씨에스,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
067080,대화제약,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
067160,SOOP,,,SCANNED,CHEAP_BASELINE,Stage0,NO_CURRENT_CATALYST,NONE,LOW,NO_CURRENT_EVENT,0.0,,,,,0,0,0,,,,,,IGNORE
